,縣市,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,車位數,總樓層數temp,總樓層數-轉換
343,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區福科路５２６巷１號九樓之９,17.98,住,,,1101223,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090831,125.55,2,2,1,有,有,15000000,119474,坡道平面,33.46,0,含傢俱設備費；,RPSRMLSKJHHGFCB08DA,55.52,0.0,6.31,有,132.0,1.0,十四,14
344,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街２０５號八樓之２,12.78,住,,,1090315,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,93.43,2,1,1,有,有,8200000,105062,坡道平面,30.61,1600000,預售屋、或土地及建物分件登記案件；,RPVOMLOKJHHGFCB67DA,36.65,0.0,3.05,有,,1.0,十四,14
345,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街２０５號八樓之６,16.4,住,,,1090106,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,119.93,2,1,1,有,有,10360000,97515,坡道平面,30.61,1650000,預售屋、或土地及建物分件登記案件；,RPWOMLOKJHHGFCB77DA,53.41,0.0,3.15,有,,1.0,十四,14
346,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街２０７號九樓之５,10.79,住,,,1090802,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,79.35,2,1,1,有,有,7660000,102436,坡道機械,15.31,1100000,預售屋、或土地及建物分件登記案件；,RPXOMLOKJHHGFCB87DA,36.85,0.0,3.54,有,,1.0,十四,14
347,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街２０５號十樓之２,12.78,住,,,1090719,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,93.43,2,1,1,有,有,8350000,104266,坡道平面,30.61,1800000,預售屋、或土地及建物分件登記案件；,RPOPMLOKJHHGFCB07DA,36.65,0.0,3.05,有,,1.0,十四,14
348,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街２０７號十樓之５,10.79,住,,,1090802,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,79.35,2,1,1,有,有,7680000,102748,坡道機械,15.31,1100000,預售屋、或土地及建物分件登記案件；,RPQPMLOKJHHGFCB27DA,36.85,0.0,3.54,有,,1.0,十四,14
349,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街２０７號十二樓之９,12.22,住,,,1090817,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,89.23,2,1,1,有,有,7950000,104060,坡道平面,30.61,1850000,預售屋、或土地及建物分件登記案件；,RPRPMLOKJHHGFCB37DA,34.03,0.0,3.07,有,,1.0,十四,14
350,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街２０５號十四樓之３,10.71,住,,,1090216,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101108,78.34,2,1,1,有,有,7400000,103125,坡道機械,15.31,900000,預售屋、或土地及建物分件登記案件；,RPTPMLOKJHHGFCB57DA,36.76,0.0,3.05,有,,1.0,十四,14
351,臺中市,南屯區,房地(土地+建物)+車位,臺中市南屯區大墩十四街３２８號四樓之５,19.62,商,,,1101213,土地1建物1車位2,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040830,254.03,4,2,2,有,有,28880000,113687,坡道機械,22.38,0,,RPPPMLRLJHHGFCB57DA,138.6,6.46,13.84,有,,2.0,二十三,23
352,臺中市,西屯區,房地(土地+建物),臺中市西屯區黎明路三段３１０號一樓之９,3.19,商,,,1101227,土地1建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840220,23.630000000000003,1,0,1,有,有,2220000,93948,,0.0,0,,RPWPMLQLJHHGFCB18DA,14.25,0.0,2.23,有,133.0,0.0,十三,13
353,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路二段２３６號十一樓之７,15.04,住,,,1101223,土地4建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080627,151.13,2,2,2,有,有,13100000,86680,坡道平面,39.12,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQLJHHGFCB37DA,65.85,5.64,3.95,有,134.0,1.0,二十二,22
356,臺中市,豐原區,房地(土地+建物),臺中市豐原區中正路６９５巷１號十樓,8.7,住,,,1101228,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820208,84.13,3,2,1,有,有,5180000,61571,,0.0,0,陽台外推；,RPWNMLTKJHHGFDB28DA,59.39,0.0,7.33,有,,0.0,十六,16
364,臺中市,南屯區,房地(土地+建物),臺中市南屯區惠弘街１６０號四樓之３,20.29,住,,,1101210,土地1建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851216,125.12,3,2,2,有,有,5200000,41560,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLSLJHHGFCB18DA,83.65,0.0,7.09,有,,0.0,十六,16
365,臺中市,南屯區,房地(土地+建物)+車位,臺中市南屯區豐富路１９９號三樓之６,19.82,商,,,1110116,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980330,192.86,3,2,2,有,有,21680000,112413,坡道平面,29.58,0,含傢俱設備費；,RPUNMLSLJHHGFCB97DA,95.87,7.61,11.46,有,,1.0,十五,15
366,臺中市,南屯區,房地(土地+建物),臺中市南屯區五權西路二段６６５號十三樓之５,13.44,住,,,1110117,土地1建物1車位0,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860227,143.6,3,2,2,有,有,9800000,68245,,0.0,0,,RPVNMLSLJHHGFCB08DA,95.65,0.37,10.94,有,,0.0,十六,16
367,臺中市,西屯區,房地(土地+建物),臺中市西屯區市政北六路２６號十二樓之２,20.81,都市：其他:第六種新市政中心專用區,,,1110109,土地1建物1車位0,十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021212,319.18,0,0,0,無,有,39500000,123755,,0.0,0,毛胚屋；,RPRQMLRLJHHGFCB87DA,168.61,16.57,17.65,有,138.0,0.0,二十五,25
373,臺中市,潭子區,房地(土地+建物)+車位,臺中市潭子區中山路一段１５巷６號十二樓之６,9.18,住,,,1101230,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970225,96.16,2,1,1,有,有,7800000,81115,坡道機械,12.98,0,,RPRNMLRJKHHGFHB97DA,47.02,0.0,13.42,有,,1.0,十四,14
389,臺中市,烏日區,房地(土地+建物)+車位,臺中市烏日區三榮路一段４０９號七樓之３,22.58,住,,,1101214,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051014,127.76,2,1,1,有,有,6200000,48528,坡道平面,36.04,0,,RPXNMLQLJHHGFIB68DA,54.74,1.75,7.28,有,,1.0,十四,14
390,臺中市,太平區,房地(土地+建物)+車位,臺中市太平區樹孝路６號六樓之５,14.53,商,,,1101112,土地1建物1車位1,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051007,164.6,3,2,2,有,有,13400000,92824,坡道平面,36.4,1500000,,RPSPMLMKJIGGFJB97DA,73.43,4.02,7.65,有,146.0,1.0,十七,17
401,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北七路１５９號二十一樓之５,16.47,都市：其他:第六種新市政中心專用區,,,1101221,土地1建物1車位3,二十一層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1000110,305.71000000000004,3,2,4,有,有,30800000,102847,坡道平面,37.35,3200000,其他增建；,RPWOMLSLJHHGFCB38EA,162.43,9.03,17.07,有,,3.0,二十八,28
403,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區水湳路４之２巷１５號十一樓之３,20.89,住,,,1100829,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101022,105.42,2,2,1,有,有,10650000,101024,坡道機械,14.91,0,,RPWOMLSLJHHGFBB28EA,52.38,0.0,7.79,有,151.0,1.0,十四,14
434,臺中市,太平區,房地(土地+建物),臺中市太平區樹孝路１０７號之６九樓,7.21,住,,,1110110,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801007,64.27,2,2,1,有,有,3700000,57570,,0.0,0,,RPRNOLKLJHHGFJB77DA,51.27,2.75,4.73,有,,0.0,十三,13
436,臺中市,太平區,房地(土地+建物),臺中市太平區樹孝路１０７號之９八樓,9.61,住,,,1101112,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801007,85.19999999999999,3,2,1,有,有,5380000,63146,,0.0,0,,RPSOMLKKKIGGFJB77DA,65.77,4.16,6.98,有,,0.0,十三,13
437,臺中市,太平區,房地(土地+建物)+車位,臺中市太平區太興路１８號十四樓之５,11.54,商,,,1101217,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030626,142.14,3,2,2,有,有,12500000,87941,坡道機械,11.57,0,陽台外推；,RPTOMLOLKIGGFJB38DA,72.07,3.72,12.02,有,,1.0,十五,15
443,臺中市,烏日區,房地(土地+建物),臺中市烏日區環河北路２２０號十一樓之３,19.01,住,,,1101211,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080812,164.32999999999998,3,2,2,有,有,13000000,79109,,0.0,0,,RPTOMLOJJHHGFIB97DA,75.41,0.0,9.35,有,,0.0,十五,15
449,臺中市,潭子區,房地(土地+建物)+車位,臺中市潭子區人和路３７巷６號十二樓之６,18.52,,,,1110102,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091205,120.07,2,2,2,有,有,9080000,75623,坡道平面,28.13,0,,RPQNMLNLJHHGFHB57DA,56.33,0.0,5.78,有,,1.0,十四,14
462,臺中市,豐原區,房地(土地+建物)+車位,臺中市豐原區大明路１９５號十四樓之６,25.89,住,,,1101222,土地4建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061124,182.99,3,2,2,有,有,15400000,84158,坡道平面,34.2,0,,RPOOMLQLJHHGFDB37DA,91.51,2.37,8.28,有,,1.0,十五,15
465,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北一路２６５號三十三樓之７,15.99,都市：其他:第六種新市政中心專用區,,,1101229,土地1建物1車位3,三十三層,三十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040325,292.24,4,2,2,有,有,38800000,133713,坡道平面,28.99,3600000,,RPTPMLSLJHHGFCB08DA,146.86,5.49,24.19,有,,3.0,三十九,39
468,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街１９９號六樓之６,13.57,住,,,1110109,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101018,113.4,2,2,1,有,有,10160000,89594,坡道平面,30.89,0,含傢俱設備費；,RPRNMLRJKHHGFCB47DA,46.61,3.58,3.46,有,,1.0,二十三,23
469,臺中市,南屯區,房地(土地+建物)+車位,臺中市南屯區向上路三段６９號六樓之１０,8.75,,,,1101105,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840112,105.6,2,2,2,有,有,8360000,79167,坡道機械,0.0,0,,RPROMLRJKHHGFCB57DA,60.46,1.04,10.07,有,,1.0,十四,14
470,臺中市,南屯區,房地(土地+建物)+車位,臺中市南屯區公益路二段６１５之５號七樓之１１,16.64,住,,,1101214,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880429,161.45999999999998,3,2,2,有,有,12500000,77419,坡道平面,23.21,0,,RPPPMLSLJHHGFCB67DA,85.23,0.0,12.54,有,,1.0,十四,14
472,臺中市,南屯區,房地(土地+建物)+車位,臺中市南屯區大業路５６０號十五樓之７,10.08,住,,,1110114,土地1建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,130.43,3,2,2,有,有,9300000,71303,坡道機械,11.57,0,,RPPQMLRJKHHGFCB57DA,75.18,1.89,9.75,有,,1.0,二十二,22
473,臺中市,西屯區,房地(土地+建物),臺中市西屯區青海路二段２４０之６號四樓之１,9.3,商,,,1101221,土地1建物1車位0,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060731,81.13,2,2,1,有,有,9300000,114631,,0.0,0,,RPTQMLRJKHHGFCB97DA,48.35,0.22,4.17,有,,0.0,二十二,22
480,臺中市,豐原區,房地(土地+建物),臺中市豐原區安康路１號三樓之２,13.14,住,,,1101122,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901018,107.19999999999999,3,2,2,有,有,6300000,58769,,0.0,0,,RPTOMLNKJHHGFDB47DA,71.37,0.0,7.04,有,,0.0,十四,14
508,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區朝馬七街３６號三樓之３,33.83,住,,,1101230,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980223,270.93,4,2,2,有,有,23550000,86923,坡道平面,69.98,0,,RPUUMLPLJHHGFCB38DA,119.68,2.79,13.24,有,,2.0,十四,14
511,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北六路２６號十六樓之１,23.31,都市：其他:第六種新市政中心專用區,,,1101217,土地1建物1車位2,十六層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021212,415.78,3,2,3,有,有,59880000,144018,坡道平面,56.5,0,含傢俱設備費；,RPSOMLTKJHHGFCB87DA,189.08,22.57,17.13,有,,2.0,二十五,25
514,臺中市,西屯區,房地(土地+建物),臺中市西屯區福安路５５巷１０號十三樓之２,12.92,住,,,1101116,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880206,108.64999999999999,2,2,2,有,有,8500000,78233,,0.0,0,其他增建；,RPWWMLPLJHHGFCB78DA,74.17,2.42,9.93,有,,0.0,十三,13
516,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區安和路１８８號二樓之２,38.74,住,,,1101230,土地2建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041118,260.32,3,2,2,有,有,22500000,91195,坡道平面,34.43,1900000,,RPUOMLNKJHHGFCB47DA,124.94,8.58,17.78,有,,1.0,十四,14
517,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段５９０號二十三樓之１５,25.18,商,,,1101207,土地1建物1車位3,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991021,360.53999999999996,0,0,0,無,有,26500000,73501,坡道機械,0.0,0,毛胚屋；,RPWNMLKLKIGGFCB47DA,180.03,0.0,29.26,有,,3.0,二十四,24
518,臺中市,西屯區,房地(土地+建物),臺中市西屯區西安街２７７巷６之８號五樓之３,19.85,住,,,1101107,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840418,118.10000000000001,3,2,2,有,有,8300000,70279,,0.0,0,含傢俱設備費；陽台外推；,RPTSMLMJKIGGFCB67DA,75.81,0.0,13.67,有,,0.0,十四,14
520,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段６之６號九樓之１,9.37,商,,,1101220,土地1建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,116.5,3,2,1,有,有,12600000,108155,坡道機械,18.99,0,陽台外推；,RPUSMLOJJHHGFCB87DA,59.76,1.06,7.4,有,,1.0,十八,18
522,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段１８８號十樓之１,30.88,商,,,1101225,土地1建物1車位2,十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000112,427.64,4,2,3,有,有,38500000,90811,坡道平面,40.02,3300000,,RPWQMLTLKIGGFCB68DA,210.68,4.17,48.85,有,,2.0,二十五,25
564,臺中市,北屯區,房地(土地+建物),臺中市北屯區敦化路一段４０６巷８號四樓,8.4,住,,,1110114,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840807,85.71,2,1,2,有,有,6280000,73270,,0.0,0,含傢俱設備費；,RPVNMLRJKHHGFBB77DA,62.77,2.56,6.38,有,,0.0,十四,14
573,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區太順路２８６號七樓之５,13.53,住,,,1110111,土地2建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100924,117.58,2,2,1,有,有,8580000,79354,坡道平面,28.36,1500000,,RPPPNLRJKHHGFBB47DA,52.66,0.98,3.22,有,,1.0,十五,15
574,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路４３９之１７巷２弄１號１８樓之１,16.35,住,,,1101225,土地1建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850812,205.93,4,2,2,有,有,11000000,62076,坡道平面,49.67,1300000,,RPORNLRJKHHGFBB57DA,143.78,0.18,12.5,有,,1.0,二十二,22
575,臺中市,北屯區,房地(土地+建物),臺中市北屯區天津路四段３０７號２３樓之６,3.73,商,,,1101222,土地1建物1車位0,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840626,56.809999999999995,1,1,1,有,有,4450000,78331,,0.0,0,,RPXTNLRJKHHGFBB68DA,33.45,0.0,4.28,有,,0.0,二十四,24
576,臺中市,北區,房地(土地+建物),臺中市北區進化北路２５９號十樓之５,6.7,住,,,1101214,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970122,86.63,2,2,1,有,有,7200000,83112,,0.0,0,,RPVUNLRJKHHGFBB58DA,49.35,0.0,11.34,有,,0.0,十五,15
577,臺中市,北區,房地(土地+建物),臺中市北區忠太東路１１９號１４樓之９,2.2,住,,,1110123,土地1建物1車位0,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840607,25.75,1,1,1,有,有,1580000,61359,,0.0,0,,RPRVNLRJKHHGFBB28DA,13.94,0.0,2.34,有,,0.0,二十一,21
587,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區軍福七路３號六樓之１,13.39,住,,,1101214,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100820,114.09,2,2,1,有,有,8600000,75379,坡道機械,26.5,0,,RPUOMLRLJHHGFBB87DA,54.13,1.73,3.6,有,,1.0,十四,14
589,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區太順路２８６號六樓之２,19.33,住,,,1101231,土地2建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100924,153.39999999999998,3,2,2,有,有,14280000,93090,坡道平面,29.8,0,含傢俱設備費；,RPTPMLSLJHHGFBB97DA,73.81,0.0,6.26,有,,1.0,十五,15
591,臺中市,北區,房地(土地+建物),臺中市北區育樂街８２號十七樓之１０,9.91,商,,,1101217,土地2建物1車位0,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,68.18,1,2,1,有,有,7280000,106776,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSPMLRLJHHGFBB77DA,40.83,0.0,4.26,有,,0.0,二十二,22
594,臺中市,北區,房地(土地+建物),臺中市北區東光東街８１號三樓之５,3.68,住,,,1110104,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831214,29.33,1,0,1,有,有,1500000,51142,,0.0,0,,RPVPMLPLJHHGFBB87DA,20.52,0.0,0.0,有,,0.0,十六,16
595,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路８８６號五樓之１,17.47,住,,,1110109,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101008,144.32,3,2,2,有,有,12500000,86613,坡道平面,24.49,0,,RPVQMLQLJHHGFBB08DA,67.38,3.64,10.12,有,,1.0,十五,15
596,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十四樓之３,20.31,住,,,1101103,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,12880000,78839,坡道平面,28.43,0,,RPOPMLRKJHHGFBB27DA,82.2,0.0,9.6,有,,1.0,十五,15
597,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街８６號十三樓之２,18.44,商,,,1090815,土地2建物1車位2,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,190.85,3,2,2,有,有,14220000,93321,坡道平面,70.62,3000000,,RPWRMLSKJHHGFBB38DA,79.7,0.0,4.49,有,,2.0,二十二,22
598,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街８８號十九樓之６,17.72,商,,,1101204,土地2建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,150.60000000000002,3,2,2,有,有,14610000,111978,坡道平面,35.31,1700000,預售屋、或土地及建物分件登記案件；,RPTSMLSKJHHGFBB18DA,76.43,0.0,4.49,有,,1.0,二十二,22
599,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區崇德六路１００號十三樓之１１,14.04,商,,,1110113,土地2建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970930,118.44999999999999,2,2,1,有,有,10000000,84424,坡道機械,26.46,0,,RPXNMLOKJHHGFBB67DA,55.15,3.61,4.97,有,,2.0,十五,15
601,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街９０號十三樓之６,12.32,商,,,1101122,土地2建物1車位1,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,122.13999999999999,2,2,1,有,有,9960000,98583,坡道平面,35.31,1400000,預售屋、或土地及建物分件登記案件；,RPOPMLSKJHHGFBB37DA,52.16,0.0,3.49,有,,1.0,二十二,22
602,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街９０號十三樓之８,12.08,商,,,1101002,土地2建物1車位1,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,121.25999999999999,2,2,2,有,有,9850000,98313,坡道平面,35.31,1400000,預售屋、或土地及建物分件登記案件；,RPPPMLSKJHHGFBB47DA,51.74,0.0,3.49,有,,1.0,二十二,22
603,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街９０號十九樓之８,12.08,商,,,1101118,土地2建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,121.25999999999999,2,2,2,有,有,10730000,106225,坡道平面,35.31,1600000,預售屋、或土地及建物分件登記案件；,RPQPMLSKJHHGFBB57DA,51.74,0.0,3.49,有,,1.0,二十二,22
604,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街８８號二十樓之３,14.9,商,,,1101123,土地2建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,132.01,2,2,2,有,有,12870000,115512,坡道平面,35.31,1700000,預售屋、或土地及建物分件登記案件；,RPSPMLSKJHHGFBB77DA,63.27,0.0,4.69,有,,1.0,二十二,22
605,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街８８號二十二樓之６,17.72,商,,,1101210,土地2建物1車位1,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,150.60000000000002,3,2,2,有,有,14510000,111978,坡道平面,35.31,1600000,預售屋、或土地及建物分件登記案件；,RPUPMLSKJHHGFBB97DA,76.43,0.0,4.49,有,,1.0,二十二,22
606,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街８６號十九樓之３,14.9,商,,,1100909,土地2建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,132.06,2,2,2,有,有,12130000,109871,坡道平面,35.31,1500000,預售屋、或土地及建物分件登記案件；,RPVPMLSKJHHGFBB08DA,63.27,0.0,4.69,有,,1.0,二十二,22
607,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街８６號二十樓之３,14.9,商,,,1101202,土地2建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,132.06,2,2,2,有,有,12880000,115556,坡道平面,35.31,1700000,預售屋、或土地及建物分件登記案件；,RPWPMLSKJHHGFBB18DA,63.27,0.0,4.69,有,,1.0,二十二,22
608,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街９０號五樓之１,12.4,商,,,1090825,土地2建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,123.14,2,2,1,有,有,8820000,86759,坡道平面,35.31,1200000,預售屋、或土地及建物分件登記案件；,RPPOMLSKJHHGFBB37DA,52.38,0.0,3.95,有,,1.0,二十二,22
609,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街９０號二十一樓之１,12.4,商,,,1090825,土地2建物1車位1,二十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,123.14,2,2,2,有,有,9670000,93021,坡道平面,35.31,1500000,預售屋、或土地及建物分件登記案件；,RPQOMLSKJHHGFBB47DA,52.38,0.0,3.95,有,,1.0,二十二,22
610,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街９０號十四樓之２,12.32,商,,,1101105,土地2建物1車位1,十四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,122.47999999999999,2,2,1,有,有,10810000,106803,坡道平面,35.31,1500000,預售屋、或土地及建物分件登記案件；,RPROMLSKJHHGFBB57DA,52.38,0.0,3.49,有,,1.0,二十二,22
611,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街９０號四樓之６,12.32,商,,,1101203,土地2建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,122.13999999999999,2,2,1,有,有,10210000,102614,坡道平面,35.31,1300000,預售屋、或土地及建物分件登記案件；,RPTOMLSKJHHGFBB77DA,52.16,0.0,3.49,有,,1.0,二十二,22
612,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路８８２號九樓之３,18.98,住,,,1101224,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101008,155.22,3,2,2,有,有,11970000,77116,坡道平面,25.98,0,,RPWPMLNKJHHGFBB67DA,74.24,3.91,9.51,有,,1.0,十五,15
