,縣市,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,車位數,總樓層數temp,總樓層數-轉換
322,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街２２５號六樓,29.48,住,,,1101217,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101005,211.47,0,0,0,無,有,25670511,126034,坡道平面,24.85,2150000,,RPQPMLQLJHHGFAH97DA,105.55,10.51,13.84,有,,1.0,十四,14
323,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區正光二街２１１號六樓,29.48,住,,,1110107,土地1建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101005,236.78,0,0,0,無,有,25680000,115084,坡道平面,49.7,4150000,,RPSPMLQLJHHGFAH18DA,105.55,10.51,13.84,有,,2.0,十四,14
324,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區大連二街１６３號十四樓,12.69,住,,,1101230,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990628,126.62,2,2,1,有,有,10300000,81346,坡道平面,0.0,0,,RPPRMLRLJHHGFAH18DA,60.33,1.32,3.88,有,108.0,1.0,十五,15
325,桃園市,桃園區,房地(土地+建物),桃園市桃園區大有路５５０號四樓,11.23,住,,,1101225,土地1建物1車位0,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840419,102.66000000000001,3,2,2,有,有,6200000,60394,,0.0,0,,RPPNMLSLJHHGFAH87DA,71.1,4.15,8.79,有,,0.0,十八,18
327,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區文中一路９５巷１０號七樓,25.0,住,,,1090725,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101103,157.76999999999998,3,2,2,有,有,12420000,84315,坡道平面,31.22,1750000,,RPPQMLQLJHHGFAH97DA,77.42,0.0,8.32,有,,1.0,十五,15
328,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區文中一路９５巷８號九樓,16.98,住,,,1090614,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101103,117.5,2,2,1,有,有,9100000,83449,坡道平面,31.22,1900000,,RPQQMLQLJHHGFAH08DA,48.37,0.0,10.06,有,,1.0,十五,15
336,桃園市,中壢區,房地(土地+建物)+車位,桃園市中壢區長春路１０２號十一樓,11.25,住,,,1101128,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890526,138.66,3,2,2,有,有,6400000,46156,坡道平面,32.73,0,,RPOUMLPKKIGGFBH28DA,72.91,2.79,9.5,有,,1.0,十四,14
343,桃園市,中壢區,房地(土地+建物),桃園市中壢區延平路３５６之１１號六樓,4.34,商,,,1101211,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820908,52.29,1,1,1,有,有,3590000,68656,,0.0,0,,RPRQMLLLJHHGFBH77DA,37.48,0.0,2.48,有,,0.0,十六,16
345,桃園市,中壢區,房地(土地+建物)+車位,桃園市中壢區榮安一街３２６號九樓之３,6.09,住,,,1101212,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900716,91.04,1,1,1,有,有,5300000,58216,坡道平面,0.0,0,,RPXPMLOLJHHGFBH58DA,38.46,0.0,6.31,有,115.0,1.0,十四,14
346,桃園市,中壢區,房地(土地+建物),桃園市中壢區興安一街５２號五樓之３,13.36,住,,,1110109,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970429,90.71,2,0,2,有,有,4270000,47073,,0.0,0,跨行政區合併申報，另有部分土地座落八德區，面積計0.01平方公尺預售屋、或土地及建物分件登記案件；,RPPRMLOLJHHGFBH97DA,47.98,3.3,4.7,有,,0.0,十三,13
350,桃園市,龍潭區,房地(土地+建物)+車位,桃園市龍潭區新龍路１０１號十樓,15.56,住,,,1101205,土地2建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030929,102.55000000000001,1,1,1,有,有,6880000,67089,坡道平面,36.48,0,,RPUOMLRJKIGGFCH48DA,50.12,2.02,2.46,有,117.0,1.0,十五,15
357,桃園市,龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路４６１巷１０６弄５５之２號十四樓,26.18,,鄉村區,乙種建築用地,1101212,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060810,129.37,2,2,1,有,有,8680000,72714,坡道平面,29.94,1450000,,RPSNMLSLJHHGFCH38DA,58.18,0.0,8.92,有,,1.0,十五,15
358,桃園市,龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路４６１巷１０６弄３７之５號三樓,38.82,,鄉村區,乙種建築用地,1101229,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060810,175.9,3,2,2,有,有,12500000,75363,坡道平面,29.94,1500000,,RPTNMLSLJHHGFCH48DA,91.55,0.0,9.93,有,,1.0,十五,15
360,桃園市,龍潭區,房地(土地+建物),桃園市龍潭區百年二街３４之１號四樓,35.27,,鄉村區,乙種建築用地,1101229,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860626,114.58999999999999,3,2,2,有,有,5000000,43638,,0.0,0,,RPTNMLOJJHHGFCH87DA,96.26,0.0,10.84,有,,0.0,十四,14
363,桃園市,楊梅區,房地(土地+建物)+車位,桃園市楊梅區文化街１８９巷４３號四樓,34.05,住,,,1110118,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920219,210.27,4,2,2,有,有,6600000,31388,坡道平面,0.0,0,交易價格包含其他買賣登記案件標的之價格,RPWNMLMLJHHGFDH28DA,114.03,0.0,9.26,有,,1.0,十三,13
366,桃園市,楊梅區,房地(土地+建物)+車位,桃園市楊梅區梅獅路二段２６５號十二樓,30.45,住,,,1101224,土地2建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100723,169.51,3,2,2,有,有,8520000,50263,坡道平面,35.84,0,,RPRPMLRLJHHGFDH48DA,80.61,1.77,10.18,有,121.0,1.0,十三,13
380,桃園市,大園區,房地(土地+建物),桃園市大園區拔子林一路１３９號六樓之１０,16.21,住,,,1110113,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090108,190.03,3,2,2,有,有,13600000,71568,,0.0,0,,RPVNMLPLJHHGFEH58DA,99.13,11.02,3.7,有,129.0,0.0,十三,13
385,桃園市,八德區,房地(土地+建物),桃園市八德區豐田二路１０２號十二樓,20.8,住,,,1090123,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101223,87.75999999999999,2,2,2,有,有,6390000,72812,,0.0,0,預售屋、或土地及建物分件登記案件；,RPUSMLOKJHHGFFH88DA,52.9,4.54,3.35,有,,0.0,十四,14
391,桃園市,八德區,房地(土地+建物)+車位,桃園市八德區豐德路３４６號十四樓,55.18,住,,,1101104,土地1建物1車位2,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020503,292.98,4,2,2,有,有,20000000,68264,坡道平面,71.72,0,,RPVOMLMKJHHGFFH38DA,132.16,2.67,13.5,有,134.0,2.0,十九,19
393,桃園市,八德區,房地(土地+建物)+車位,桃園市八德區中正一路１２號十七樓,14.49,商,,,1101213,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040617,130.24,2,2,1,有,有,9900000,76014,坡道平面,0.0,0,,RPWNMLOLJHHGFFH68DA,60.81,0.0,6.39,有,135.0,1.0,二十四,24
394,桃園市,八德區,房地(土地+建物)+車位,桃園市八德區豐田二路１０６號四樓,22.62,住,,,1080926,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101223,121.02000000000001,2,2,2,有,有,7270000,66623,坡道平面,28.41,1100000,預售屋、或土地及建物分件登記案件；,RPPNMLSLJHHGFFH38DA,55.86,4.99,3.35,有,,1.0,十四,14
395,桃園市,八德區,房地(土地+建物)+車位,桃園市八德區豐田二路１１２號四樓,23.91,住,,,1081221,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101223,127.74,3,2,2,有,有,7370000,63030,坡道平面,29.85,1200000,預售屋、或土地及建物分件登記案件；,RPQNMLSLJHHGFFH48DA,59.15,5.14,3.53,有,,1.0,十四,14
396,桃園市,八德區,房地(土地+建物)+車位,桃園市八德區豐田二路１１０號二樓,33.35,住,,,1081220,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101223,169.20999999999998,3,2,2,有,有,10740000,67738,坡道平面,29.85,1300000,預售屋、或土地及建物分件登記案件；,RPRNMLSLJHHGFFH58DA,80.34,8.8,7.86,有,,1.0,十四,14
402,桃園市,平鎮區,房地(土地+建物)+車位,桃園市平鎮區中正三路１３３號十二樓,11.41,商,,,1101218,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040511,131.46,2,2,1,有,有,8200000,62376,坡道平面,0.0,0,,RPWNMLKLKIGGFGH48DA,56.27,0.0,5.54,有,137.0,1.0,十九,19
405,桃園市,平鎮區,房地(土地+建物),桃園市平鎮區上海路１５１號十一樓之２,11.32,商,,,1101225,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951213,80.17,2,2,1,有,有,5000000,62367,,0.0,0,,RPPOMLPJJHHGFGH08DA,51.87,3.44,4.51,有,139.0,0.0,十四,14
416,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區經國二路９８之５號十九樓,15.99,商,,,1101212,土地1建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091112,162.3,3,2,2,有,無,17400000,113387,坡道平面,25.6,1900000,,RPQOMLRLJHHGFAH08EA,78.37,5.92,5.44,有,,1.0,二十三,23
417,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區經國二路９８之５號十五樓,15.99,商,,,1101212,土地1建物1車位1,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091112,162.3,3,2,2,有,無,16820000,109144,坡道平面,25.6,1900000,,RPUOMLRLJHHGFAH48EA,78.37,5.92,5.44,有,,1.0,二十三,23
418,桃園市,龜山區,房地(土地+建物)+車位,桃園市龜山區南祥路８１之３號三樓之１,14.49,住,,,1101128,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950124,180.07,3,2,2,有,有,12400000,68862,坡道平面,0.0,0,,RPXPMLRLJHHGFHH86DA,79.87,1.11,9.44,有,,2.0,十五,15
419,桃園市,龜山區,房地(土地+建物)+車位,桃園市龜山區文興路２０６號十一樓之１,14.51,商,,,1101230,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941108,128.91,3,2,2,有,有,11350000,88046,坡道機械,13.22,0,另有一個機車位。,RPUNMLRJKHHGFHH88DA,81.4,0.89,3.63,有,,1.0,十三,13
425,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區天祥五街２３號四樓之１,14.7,住,,,1101209,土地1建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880111,187.13,3,2,2,有,有,12800000,68405,坡道平面,0.0,0,,RPUNMLRJKHHGFAH28EA,101.1,2.28,21.85,有,146.0,1.0,二十二,22
427,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區同德二街１３２號三樓,12.28,住,,,1101208,土地4建物1車位1,三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020128,167.01,3,2,2,有,有,17500000,104784,坡道平面,0.0,0,,RPOPMLRJKHHGFAH87EA,91.5,4.66,4.84,有,147.0,1.0,二十八,28
428,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區永安路５０７之２號十一樓,19.71,住,,,1101124,土地1建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090619,162.31,3,2,2,有,有,13880000,94706,坡道平面,34.23,1750000,,RPPPMLRJKHHGFAH97EA,76.74,6.2,4.39,有,,1.0,二十三,23
433,桃園市,中壢區,房地(土地+建物)+車位,桃園市中壢區榮安一街４４２號三樓,32.88,住,,,1110103,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920710,176.42000000000002,3,2,2,有,有,8000000,45346,坡道平面,0.0,0,使用權車位陽台外推；其他增建；,RPQPMLSLJHHGFBH38EA,93.67,0.0,13.41,有,148.0,1.0,十四,14
434,桃園市,中壢區,房地(土地+建物)+車位,桃園市中壢區三光路１５３號五樓,14.42,住,,,1101221,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960125,131.03,3,2,2,有,有,9400000,71140,坡道平面,17.17,1300000,陽台外推；其他增建；,RPRPMLSLJHHGFBH48EA,63.26,2.16,17.05,有,149.0,1.0,十四,14
446,桃園市,平鎮區,房地(土地+建物)+車位,桃園市平鎮區南東路２７巷９號十五樓,27.69,住,,,1101128,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040513,175.84,3,2,2,有,有,8150000,52414,坡道平面,45.15,1300000,,RPVNMLSLJHHGFGH56EA,80.89,1.03,7.64,有,,1.0,十五,15
452,桃園市,龜山區,房地(土地+建物)+車位,桃園市龜山區樂學三路９９號十二樓之２,27.5,住,,,1101217,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091126,191.34,4,2,2,有,有,17700000,95215,坡道平面,25.4,1900000,,RPUOMLRJKHHGFHH09EA,97.51,0.0,12.74,有,,1.0,十五,15
463,桃園市,中壢區,房地(土地+建物)+車位,桃園市中壢區文智路７６號十樓,33.11,住,,,1101229,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080409,183.6,3,2,2,有,有,18600000,116071,坡道平面,38.0,1700000,其他增建；,RPXQMLRJKHHGFBH98EA,86.57,0.0,8.12,有,,1.0,十四,14
464,桃園市,中壢區,房地(土地+建物)+車位,桃園市中壢區長興街１５０巷２號八樓,32.75,住,,,1101224,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030721,180.87,3,2,2,有,有,12900000,73834,坡道平面,26.47,1500000,,RPORMLRJKHHGFBH18EA,97.49,0.0,10.72,有,,1.0,十五,15
466,桃園市,中壢區,房地(土地+建物)+車位,桃園市中壢區永能路２３１號二樓,41.02,住,,,1101207,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081204,275.12,4,2,2,有,有,21000000,91118,坡道平面,75.38,2800000,,RPWQMLSJKHHGFBH98EA,118.99,0.0,14.27,有,,2.0,十四,14
467,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區永安路５０７號十四樓,16.15,住,,,1101108,土地1建物1車位2,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090619,144.73000000000002,2,2,2,有,有,11150000,108168,坡道平面,68.46,2900000,含裝潢費940000元；,RPQPMLRJKHHGFAH08EA,46.76,0.0,4.32,有,,2.0,二十三,23
468,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區永安路４９９號二十三樓,15.33,住,,,1101206,土地1建物1車位1,二十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090619,126.69,2,1,1,有,有,10880000,99286,坡道平面,34.23,1700000,,RPSPMLRJKHHGFAH28EA,56.06,4.12,3.05,有,,1.0,二十三,23
469,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區永安路５０７號十七樓,13.41,住,,,1101207,土地1建物1車位1,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090619,110.5,2,2,2,有,有,10000000,110791,坡道平面,34.23,1550000,,RPTPMLRJKHHGFAH38EA,46.76,0.0,4.32,有,,1.0,二十三,23
470,桃園市,桃園區,房地(土地+建物)+車位,桃園市桃園區中山路８４７巷２２號十九樓,28.68,住,,,1101226,土地1建物1車位1,十九層，二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891228,294.86,6,2,3,有,有,17100000,59968,坡道平面,36.39,1600000,陽台外推；其他增建；,RPSQMLRJKHHGFAH38EA,167.27,2.6,28.82,有,,1.0,二十二,22
473,桃園市,龜山區,房地(土地+建物)+車位,桃園市龜山區文青二路１１號九樓之５,24.18,住,,,1101221,土地1建物1車位2,九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040709,234.68,4,2,2,有,有,8500000,36220,坡道平面,72.78,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLRJKHHGFHH38DA,102.34,0.0,11.09,有,,2.0,二十一,21
475,桃園市,龜山區,房地(土地+建物)+車位,桃園市龜山區公園路８巷５號十三樓,9.82,商,,,1110113,土地1建物1車位1,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851023,133.54,2,2,1,有,有,9660000,72338,坡道平面,0.0,0,陽台外推；,RPSOMLRJKHHGFHH78DA,70.19,1.75,8.09,有,,1.0,十七,17
477,桃園市,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路５２９號十三樓之３,9.36,商,,,1101117,土地1建物1車位1,十三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100528,118.75,2,2,1,有,有,12320000,108883,坡道機械,17.54,1300000,,RPPOMLTKJHHGFHH68DA,60.73,0.0,5.63,有,,1.0,二十八,28
488,桃園市,八德區,房地(土地+建物)+車位,桃園市八德區豐德二路５５號五樓,22.54,住,,,1101212,土地3建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071008,130.37,3,2,1,有,有,8680000,66580,坡道平面,0.0,0,,RPVPMLOLJHHGFFH78DA,56.43,2.25,5.24,有,,1.0,十五,15
489,桃園市,八德區,房地(土地+建物)+車位,桃園市八德區長興路７０號十四樓,23.75,商,,,1110107,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030909,176.01,3,2,2,有,有,12200000,69314,坡道平面,0.0,0,,RPUNMLPLJHHGFFH58DA,87.55,7.61,7.2,有,,1.0,十四,14
490,桃園市,八德區,房地(土地+建物)+車位,桃園市八德區高城八街１９巷４１號九樓,23.1,住,,,1110102,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020809,177.32999999999998,3,2,2,有,有,11400000,64287,坡道平面,0.0,0,,RPROMLRJKHHGFFH48DA,87.49,1.31,8.77,有,,1.0,十三,13
491,桃園市,八德區,房地(土地+建物),桃園市八德區介壽路一段１６巷５２號九樓,15.7,住,,,1101211,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860308,86.52000000000001,2,1,1,有,有,4080000,47157,,0.0,0,含土地增值稅或其他稅費；含地政士服務費；親友、員工、共有人或其他特殊關係間之交易；,RPSOMLRJKHHGFFH58DA,61.35,2.03,6.16,有,,0.0,十四,14
493,桃園市,八德區,房地(土地+建物)+車位,桃園市八德區長興路８３號二樓,28.18,商,,,1101230,土地1建物1車位1,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041217,211.05,3,2,2,有,有,13800000,65387,坡道平面,0.0,0,,RPOOMLRLJHHGFFH28DA,107.79,0.0,10.39,有,,1.0,十六,16
502,桃園市,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區大正街７號八樓,17.03,住,,,1110101,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001202,165.66,3,2,2,有,有,14880000,89823,坡道平面,36.48,0,,RPTOMLRLJHHGFEH68DA,82.52,2.77,5.51,有,,1.0,十五,15
508,桃園市,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區奉化路２５８巷１５號十二樓,21.47,住,,,1101211,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950218,127.32,3,2,1,有,有,9900000,77757,坡道平面,0.0,0,,RPPPMLNKJHHGFEH87DA,64.6,2.21,7.08,有,,1.0,十三,13
511,桃園市,楊梅區,房地(土地+建物)+車位,桃園市楊梅區梅獅路二段２３２巷１６號六樓,17.34,住,,,1101211,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030105,134.39,2,2,1,有,有,6500000,48367,坡道平面,0.0,0,,RPXPMLSJKHHGFDH09DA,60.37,0.9,4.47,有,,1.0,十四,14
528,桃園市,大溪區,房地(土地+建物)+車位,桃園市大溪區員林路一段３巷３５號三樓,30.41,都市：其他:第二種住宅區,,,1110109,土地5建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030926,140.88,2,1,1,有,有,7700000,54656,坡道平面,35.92,0,包含公共設施保留地用地；,RPWOMLSJKHHGFCH78DA,60.47,0.0,10.13,有,,1.0,二十一,21
